0,0.0,195.0384188698974,149.43771046494072,60781.0
0,1.0,194.44337548520747,149.53238266889463,59786.0
0,2.0,192.9594137763186,149.79756778650986,59722.0
1,0.0,282.7307610190768,146.32778219803234,56097.0
1,1.0,281.1175222141509,147.12110675794685,56881.0
1,3.0,280.60477017617245,149.21262616143628,51722.0
1,2.0,280.20638707866664,148.06315866371892,55052.0
2,0.0,215.0332874424628,160.42575192614083,62147.0
2,5.0,212.79408197391805,157.039530917095,59294.0
2,3.0,214.6111691494585,159.70350843834362,58108.0
2,8.0,213.97369779855057,159.68480726524427,53052.0
2,2.0,214.79202179860272,161.0244857345321,58830.0
2,4.0,213.07269720555172,157.45921809177193,59178.0
2,7.0,213.31011893450656,157.9257167269454,58767.0
2,6.0,212.7504883098164,156.8546719076777,58611.0
2,1.0,214.8170929640871,161.25703158903744,60568.0
3,0.0,171.96265805151253,135.40550214331427,57425.0
3,1.0,173.28992612578853,135.84501711534122,55472.0
4,1.0,224.72751133955177,143.4041595937226,59684.0
4,5.0,224.19387164840668,143.5757690726387,56972.0
4,0.0,223.39776116902078,143.52168522822052,67622.0
4,3.0,224.22204363366782,142.59181236814965,57868.0
4,2.0,224.90121602071153,142.75327007163014,57735.0
4,4.0,224.77367502409226,142.69921094997355,57840.0
5,6.0,193.22711878701543,101.89257349213935,56717.0
5,9.0,192.39979512972866,100.75549139846835,57796.0
5,2.0,190.5263700092034,100.01238025432481,59053.0
5,5.0,191.7433979285177,102.08857575440678,57734.0
5,1.0,190.92361406780083,100.18999045892812,58830.0
5,0.0,191.1552861165188,99.94908578218799,58866.0
5,8.0,192.6428526438135,101.07962030484676,58090.0
5,4.0,191.27429024503917,101.65387637885762,56828.0
5,7.0,192.5074993931432,101.29069515585367,54844.0
5,3.0,190.85430773101777,100.05519147440769,58489.0
5,10.0,192.93931859033663,99.98782617311578,51336.0
6,6.0,202.17691408923392,99.00398683067786,53426.0
6,9.0,202.4331549200575,98.82140380688551,53221.0
6,7.0,202.39688105431998,99.40166621070843,53063.0
6,2.0,203.23600587638074,97.41472289216577,56879.0
6,13.0,200.91700655767033,99.00720881736687,52405.0
6,0.0,203.85001173982016,96.85726102299901,63043.0
6,8.0,202.08912535175875,100.04377603755657,53103.0
6,10.0,201.5063386414462,98.99636438094267,52652.0
6,12.0,201.6055306937934,98.9383714332028,52175.0
6,1.0,203.90453620543977,96.20552022686417,63031.0
6,11.0,201.98312521722832,98.69272526461923,52477.0
6,5.0,201.6305911232042,99.36347324713287,59627.0
6,4.0,201.81266414513954,98.64653345947322,58035.0
6,3.0,204.1448709892576,97.5163457345722,59134.0
7,4.0,277.9392083043347,93.1991304693587,61534.0
7,2.0,277.34382430791896,93.14057549916089,56913.0
7,5.0,277.8107376591175,93.57487211298228,55327.0
7,1.0,277.3969817244342,90.09362002185944,57151.0
7,0.0,278.2932233356986,91.01989410341274,63546.0
7,3.0,277.5632517422694,93.32510786792565,54689.0
8,1.0,293.14779511449933,93.84780816745298,59052.0
8,0.0,292.3432066172344,93.34810790888272,68601.0
9,0.0,268.876699964843,83.43843777084422,60861.0
9,3.0,269.3740052692197,79.14287108747774,57206.0
9,4.0,269.3158640575237,79.6077214217214,57757.0
9,10.0,267.9761147761682,81.69706737915138,55340.0
9,7.0,268.8701140936115,79.84219385481298,56496.0
9,9.0,268.88997978901506,81.78689418746258,56217.0
9,6.0,268.0534371872317,80.76589282173062,58853.0
9,8.0,268.8097169616992,80.7168357950211,56130.0
9,2.0,269.20045963231826,80.84892240124135,58576.0
9,5.0,269.3544617105298,80.17230217914489,55980.0
