0,2.0,3.6725522409450306,0.9531666299345193,0.9531666299345193,0.9531666299345193,0.9531666299345193,nan,272.4869079589844,344.3221130371094,200.65170288085938,344.3221130371094,71.835205078125,1.0,0.0,1.0,227.43575576052785,198.3340717128815
1,9.0,4.168260150657932,1.3000899673510162,2.5018732164857393,0.28218552071539965,1.3159558833370806,0.8122062104923744,417.48094685872394,498.06005859375,327.4733581542969,420.657470703125,66.31903470244671,8.0,0.0,8.0,160.32137722121053,204.55296236436826
2,3.0,2.4533333364285923,1.1562131024750153,1.870125472687671,0.4423007322623597,1.870125472687671,1.0096245563006596,340.3634541829427,366.9197082519531,314.4353942871094,339.7352600097656,21.431235366935695,2.0,0.0,2.0,242.20993971749132,205.5241380391967
3,4.0,3.3298631349409087,1.7738580992661876,2.244899326484826,1.265394062861631,1.811280908452106,0.4908237874756179,446.8137512207031,632.7389526367188,279.9349060058594,442.4475402832031,125.15120850868661,3.0,0.0,3.0,229.25671159015639,211.35149033515285
4,7.0,3.009805130863963,1.4939077550867434,2.0657449457682473,0.7809071646662364,1.636033231000745,0.4260419304042076,345.85663931710377,409.1467590332031,200.98602294921875,392.4425354003906,82.87171444464217,6.0,0.0,6.0,201.84665022344169,211.68144834180887
5,2.0,3.2316917340787032,0.49221830208790057,0.49221830208790057,0.49221830208790057,0.49221830208790057,nan,337.7107696533203,381.1199035644531,294.3016357421875,381.1199035644531,43.40913391113281,1.0,0.0,1.0,226.54063722136493,216.9457044088099
6,3.0,2.666666669594614,0.5935219214695449,0.8269492780519134,0.3600945648871764,0.8269492780519134,0.3301161335076861,209.6661122639974,232.906982421875,182.32696533203125,213.76438903808594,20.851561677565734,2.0,0.0,2.0,30.218709912429848,231.2011814133515
7,3.0,3.929497353895774,2.3053703048716176,2.312401178360886,2.2983394313823498,2.312401178360886,0.00994315664385242,366.4928385416667,511.5823059082031,235.5631103515625,352.3330993652344,113.12831281069649,2.0,0.0,2.0,55.167157866905946,234.60633057754492
8,14.0,3.179654397395041,0.6095648613974303,1.6472616307926937,0.11067057186274443,0.5526116422085788,0.4377553148945651,526.2044655936105,622.2426147460938,392.6470947265625,516.2623901367188,64.39910697889015,13.0,0.0,13.0,79.12531893347213,240.37703462837038
9,4.0,3.1091071129646606,1.5806621132565037,2.3057463728407317,1.0723361770791675,1.3639037898496122,0.6446419981871876,293.1193428039551,403.9082336425781,204.02940368652344,300.0211181640625,72.58930995315414,3.0,0.0,3.0,45.86599273486199,243.79086363637526
