file_name,cell_id,track_id,radius_of_gyration,log_rg
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1203,2.199269661,0.788125333
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1247,2.702516539,0.99418339
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1250,0.620292095,-0.477564791
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1265,0.473483138,-0.747638979
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1319,0.421491944,-0.863954614
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1369,0.507442623,-0.678371632
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,19,0.573309393,-0.556329756
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,118,1.783098504,0.578352584
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,128,1.439908758,0.364579749
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,134,2.449747674,0.895985029
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,269,1.725564867,0.545554456
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,281,2.942479784,1.07925269
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,282,1.777819899,0.575387838
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,287,1.460360083,0.378683038
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,289,1.546096375,0.435733287
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,293,1.943766316,0.664627491
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,294,2.689713733,0.989434769
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,295,1.098116621,0.093596549
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,299,0.663702317,-0.409921548
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,444,2.244548379,0.808504334
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,490,1.015782082,0.01565884
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,529,2.780554439,1.022650346
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,571,1.678160249,0.517698103
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,752,2.231746325,0.802784384
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,783,0.521619529,-0.650816828
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,795,1.80681074,0.591563269
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,923,1.592754292,0.465464777
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,998,0.453317398,-0.79116274
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1163,1.247408479,0.221068182
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1171,3.006032791,1.1006212
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1444,2.38131335,0.867652163
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1472,2.09929029,0.74159933
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1531,0.913067814,-0.090945125
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1544,1.277555385,0.244948396
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1559,0.416329405,-0.876278494
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1619,1.840411908,0.609989409
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1688,3.14595432,1.146117284
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1734,0.87978284,-0.128080174
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1769,1.438028321,0.363272954
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1775,1.969472935,0.677765961
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1784,1.895355115,0.639406217
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1788,0.403356612,-0.907934214
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1797,2.295534439,0.830965687
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1857,1.238353293,0.213782508
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1897,0.361138838,-1.018492801
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1907,2.017820492,0.702017964
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1910,1.022107118,0.021866298
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1915,2.51667069,0.922936873
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,1921,0.93497554,-0.06723491
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,2003,2.209151975,0.79260872
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,2008,1.112195843,0.106336298
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,2087,1.050213405,0.048993387
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,2095,2.112990772,0.748104371
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,2121,1.98492186,0.685579548
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,119,1.795734049,0.585413879
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,220,0.923439953,-0.079649502
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,231,0.725824722,-0.320446722
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,240,2.199280228,0.788130138
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,243,1.871528712,0.62675559
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,258,1.142045996,0.132821387
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,283,2.874534629,1.055890793
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,336,2.474558919,0.906062166
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,358,1.5387611,0.430977612
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,361,4.249789341,1.446869415
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,508,2.828154126,1.039624246
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,509,2.875703637,1.056297387
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,595,2.359842037,0.858594683
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,610,1.754736883,0.562318921
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,753,0.832116315,-0.183783046
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,754,3.504153332,1.253948931
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,760,0.865227279,-0.144763057
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,761,1.3351766,0.289063568
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,830,1.010793579,0.010735745
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,835,2.066489744,0.725851392
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,868,2.5435811,0.93357297
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,915,0.851892163,-0.16029533
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,948,2.00425247,0.695271158
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,956,2.112362946,0.747807201
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,959,1.376591448,0.319610479
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,963,1.70379341,0.532857183
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1004,1.374123724,0.317816236
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1081,1.574760123,0.454102958
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1107,1.091512177,0.087564053
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1145,3.087369119,1.127319311
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1216,2.602646984,0.956528998
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1316,2.10036641,0.742111811
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1352,1.275872623,0.243630355
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1431,1.363625128,0.310146689
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1465,2.759683338,1.015115941
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1577,2.692686587,0.990539427
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1600,2.522329163,0.925182746
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1601,0.848453242,-0.164340303
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1656,2.334048041,0.847604117
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1704,1.311166012,0.270916827
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1763,0.618190294,-0.480958949
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1811,3.196256345,1.161980233
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1900,0.369313917,-0.996108274
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1911,2.175491513,0.777254622
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1925,1.761851287,0.566365124
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1930,1.444019542,0.367430573
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,1961,0.911650392,-0.092498704
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,2029,2.407942721,0.87877274
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,2070,0.844316419,-0.169227951
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,2088,0.996469457,-0.00353679
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,2,2116,1.330994814,0.285926643
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,141,1.866682123,0.624162589
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,191,1.275789433,0.24356515
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,195,3.226839944,1.171503313
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,333,1.14520772,0.135586035
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,459,2.322444122,0.842620132
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,461,1.737957879,0.552710791
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,483,1.97503856,0.680587922
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,551,1.0525929,0.051256549
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,730,1.549614318,0.438006073
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,840,3.610964455,1.283974899
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,1767,1.695533601,0.5279975
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,1841,0.536481806,-0.62272263
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,2021,2.005730393,0.69600828
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,3,2024,0.654497143,-0.423888059
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,10,2.536124658,0.930637191
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,199,3.538429825,1.263683077
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,235,1.873680523,0.627904691
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,304,1.59645277,0.467784149
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,318,2.305105982,0.835126655
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,552,1.522711422,0.420492576
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,588,2.099026637,0.741473731
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,671,2.031126406,0.708590519
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,676,1.919973736,0.652311507
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,717,1.676782363,0.516876697
