file_name,cell_id,track_id,radius_of_gyration,log_rg
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,758,2.189246854,0.783557583
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,786,1.595726825,0.467329322
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,797,0.650113199,-0.430608779
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,819,3.61891361,1.286173873
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1046,1.160432394,0.148792689
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1193,3.069305615,1.121451352
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1196,1.757376732,0.563822204
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1233,1.259704084,0.230876839
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1243,1.02716956,0.026807019
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1463,1.245026744,0.219157011
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1555,0.621779204,-0.475170227
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1644,0.284438916,-1.257236754
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1702,0.602830516,-0.506119189
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1707,0.642212399,-0.44283619
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1709,1.019561529,0.019372661
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1725,0.909571606,-0.094781553
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1730,2.070703203,0.727888261
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1870,0.359842585,-1.022088607
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1883,1.457341467,0.376613863
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,1885,1.075553522,0.072835433
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,4,2049,1.303873253,0.26533926
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,48,2.487491609,0.911274817
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,97,2.205897467,0.791134441
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,103,1.631573409,0.489544831
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,173,0.503375943,-0.686417987
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,728,2.166000541,0.772882398
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,765,1.925884516,0.655385351
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,770,0.603274902,-0.505382295
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,844,1.241186985,0.216068168
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,955,1.427842981,0.3561649
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,981,1.358422407,0.306324032
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,1024,1.41442844,0.34672552
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,1244,1.543786777,0.434238344
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,1390,0.90509495,-0.099715423
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,1537,1.213313521,0.193355064
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,1568,1.234339482,0.210535995
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,5,1583,2.009454947,0.697863515
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,46,2.076142529,0.730511618
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,693,1.347750103,0.298436612
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,752,2.374937134,0.864970967
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,986,2.603079681,0.956695237
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,1163,3.705288744,1.309761189
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,1178,1.84586508,0.612948046
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,1206,2.056610416,0.721059198
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,1239,2.699008891,0.992884628
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,1317,2.456364967,0.898682601
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,1672,0.901312852,-0.103902854
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,1678,0.580935165,-0.543116121
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,1835,0.218709922,-1.520008986
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,1984,0.73716559,-0.304942731
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,2047,1.670431046,0.513081704
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,2185,1.033744781,0.033187919
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,2309,2.558328843,0.93935425
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,2338,3.097727954,1.130668925
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,2346,1.703924515,0.532934129
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,2361,2.328142858,0.845070893
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,2579,2.134516827,0.758240311
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,1,2812,2.44955738,0.895907347
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,254,2.82833791,1.039689228
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,270,1.98550543,0.685873507
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,274,2.023259275,0.704709714
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,521,0.665843376,-0.406700807
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,551,1.850425559,0.615415645
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,561,1.853006343,0.616809371
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,716,2.076276826,0.730576302
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,723,1.270770804,0.239623649
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,792,0.926676292,-0.076150974
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,922,1.186904661,0.171348793
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1026,2.953152353,1.082873194
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1040,2.376010322,0.865422746
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1045,1.894639039,0.639028339
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1066,1.469262276,0.384760422
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1122,1.372898427,0.316924146
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1127,0.807700187,-0.213564345
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1135,0.977729072,-0.02252267
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1169,0.986197162,-0.013898983
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1185,4.227284603,1.441559849
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1335,2.208783522,0.792441921
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1337,2.741001659,1.008323423
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1344,3.67300073,1.301008965
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1413,1.822439904,0.60017621
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1599,0.751304842,-0.285943795
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1607,2.555286802,0.938164469
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1615,0.799898309,-0.223270674
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1650,1.966140958,0.676072717
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1842,1.611389749,0.477097005
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1966,2.067478942,0.726329963
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,1968,2.33619689,0.848524346
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2003,1.778286168,0.575650074
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2044,1.283809638,0.249831938
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2112,1.892111484,0.637693393
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2218,1.261703838,0.23246306
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2225,1.751931486,0.560718886
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2254,3.47039974,1.244269786
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2387,0.423159833,-0.860005315
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2520,1.037425438,0.036742103
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2621,2.301112739,0.833392806
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2624,2.956698042,1.084073119
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2628,1.39681931,0.334197731
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2733,2.485874924,0.91062468
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2743,3.063867172,1.1196779
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2754,2.138631451,0.760166115
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2759,1.373332729,0.317240435
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,2,2841,1.088294177,0.084611495
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,3,1203,2.103020882,0.743374827
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,3,1268,2.323186548,0.842939755
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,3,1862,0.73570342,-0.306928203
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,3,2438,1.075108137,0.072421249
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,3,2786,1.461140526,0.379217313
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,3,2842,0.665369662,-0.407412509
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,4,114,1.537440784,0.430119206
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,4,887,1.839080156,0.609265532
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,4,1370,2.603962515,0.957034329
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,4,1668,1.37013121,0.314906509
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,4,2296,1.606105855,0.473812525
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_9,4,2298,1.04721324,0.046132579
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,80,2.100106614,0.741988112
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,83,1.234857711,0.210955749
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,105,2.196405101,0.786821979
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,107,2.881931887,1.058460863
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,124,0.323189831,-1.129515416
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,139,2.581637883,0.948424036
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,262,1.27842636,0.245629916
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,264,1.686364935,0.522575286
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,307,0.685999709,-0.376878075
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,341,0.250775616,-1.383196701
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,390,1.467639662,0.383655438
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,395,1.441861324,0.365934865
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,401,0.834611275,-0.180789202
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,466,1.783310716,0.57847159
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,468,2.009984329,0.698126925
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,477,1.402790504,0.33846347
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,480,4.504857208,1.505156194
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,485,2.43054607,0.888115952
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,703,0.382308363,-0.961527763
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,704,1.239282047,0.214532218
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,966,1.391592061,0.330448459
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,1061,1.424192819,0.35360521
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,1094,0.631199132,-0.460133885
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,1099,3.307833712,1.196293507
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,1,1108,3.963448647,1.377114517
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,89,0.808738588,-0.212279544
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,195,2.362317093,0.859642956
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,206,0.632173511,-0.45859138
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,247,0.676557047,-0.390738508
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,350,2.619767624,0.963085621
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,355,3.567490505,1.271862409
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,450,2.260984184,0.815800198
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,511,2.47450821,0.906041673
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,716,0.721720652,-0.326117124
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,723,2.262533677,0.816485282
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,2,1029,0.512749819,-0.667967234
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,35,4.475883001,1.498703651
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,43,1.446901733,0.369424535
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,58,1.939545702,0.662453771
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,63,1.665658457,0.510220515
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,69,1.825105111,0.601637581
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,82,1.194570694,0.177786869
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,190,1.376248237,0.319361128
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,198,0.968884262,-0.031610115
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,274,2.068252879,0.726704231
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,296,1.230560188,0.207469503
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,303,2.216212237,0.795799539
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,315,1.641784619,0.495783832
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,357,1.751534816,0.560492441
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,385,3.231281094,1.172878682
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,416,0.810039729,-0.210671985
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,443,1.962204982,0.674068832
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,449,0.943003889,-0.058684873
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,532,4.090976722,1.408783749
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,543,1.630785988,0.4890621
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,550,2.782052424,1.023188937
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,553,2.73618974,1.006566347
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,630,2.087358794,0.735899532
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,636,1.709661818,0.536295584
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,638,0.701275148,-0.354854961
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,738,0.506086854,-0.681046976
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,782,2.346049229,0.852732734
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,788,2.308748617,0.836705653
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,789,1.655739335,0.504247637
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,867,1.497697403,0.403928864
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,872,2.686298448,0.988164204
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,905,2.508821076,0.919812952
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,911,1.336304515,0.28990798
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,915,2.018439718,0.702324796
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,1012,0.73271783,-0.310994604
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,1016,3.187570972,1.159259176
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,1073,2.233434457,0.803540516
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,1080,2.785876703,1.024562618
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,1086,0.813102302,-0.206898344
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,1098,1.912604416,0.648465882
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,1111,1.119747747,0.113103434
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,1116,2.164739845,0.77230019
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_10,3,1119,1.906969681,0.645515428
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,211,1.909919694,0.647061196
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,222,2.465820034,0.902524423
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,255,2.262407436,0.816429483
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,689,0.90325351,-0.101752023
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,951,1.935384516,0.660306023
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,1070,1.754579371,0.562229153
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,1090,0.885126581,-0.122024615
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,1321,1.758272091,0.56433156
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,1401,2.380386578,0.867262902
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,1408,1.652507481,0.50229382
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,1553,1.298996467,0.261592018
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,1,1601,1.906214553,0.645119366
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,89,0.27190348,-1.30230813
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,104,0.894052722,-0.111990533
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,107,1.008875611,0.008836454
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,109,0.72680396,-0.319098494
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,380,1.145428186,0.135778529
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,385,0.525662793,-0.643095349
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,391,0.549005319,-0.599647149
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,405,1.601040967,0.470654022
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,408,0.474951094,-0.74454344
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,432,0.607699682,-0.498074463
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,444,0.471882148,-0.751026011
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,454,0.704920572,-0.349670146
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,457,2.557316796,0.938958582
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,474,1.008300795,0.008266533
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,511,2.464629555,0.902041514
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,571,2.146086683,0.763646036
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,721,0.861059294,-0.14959191
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,739,1.789055521,0.581687838
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,789,0.723718386,-0.323352932
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,815,1.43076994,0.358212719
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,822,2.905878322,1.066735693
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,850,0.312418028,-1.163413154
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,947,1.272796525,0.241216468
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,1215,1.933735748,0.659453753
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,1216,2.445500186,0.894249677
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,1307,1.757273307,0.563763351
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,1766,1.173323918,0.159840677
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,1843,0.779487713,-0.249118354
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,1848,2.038478634,0.712203762
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,1853,1.373888813,0.317645268
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_7,2,1884,0.483966521,-0.725739546
