file_name,cell_id,track_id,radius_of_gyration,log_rg,diffusion_coefficient,anomalous_exponent,log_diffusion_coefficient,predicted_class,confidence,status
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,3,389,0.2265780520326929,-1.4846657928343527,1.0527859654162606,1.0,0.02234008677244436,class_1,0.9803045585547712,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,3,837,0.05314703985290875,-2.9346928699519568,0.025561373395364913,1.0,-1.5924158155369348,class_0,0.9911364006503732,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,3,1061,0.20612668965097897,-1.5792643009207912,1.426589740917243,1.0,0.1542990965393882,class_1,0.9716192838246468,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,3,1091,0.07406790059147479,-2.602773030932613,0.13972796425438885,1.0,-0.8547166682880558,class_0,0.9000117439081174,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,3,1093,0.17333007293393393,-1.752557566248219,0.2736995218894109,1.0,-0.5627259612342752,class_1,0.94155809213937,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,3,1097,0.23689033577067992,-1.440157963201312,2.0287594167258565,1.0,0.307230548667972,class_1,0.9832825950093738,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,3,1098,0.12363114325907376,-2.0904527975816976,0.3125619988730309,1.0,-0.5050638244069233,class_1,0.7419206379639913,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,3,1135,0.32178169066565315,-1.1338819426688396,3.3017926869408285,1.0,0.5187498012877308,class_1,0.9937291485511801,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,196,0.13421918298554325,-2.008281121399588,0.4023033410874478,1.0,-0.39544636064321326,class_1,0.8184667418927779,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,300,0.08778672113605504,-2.4328450296872313,0.19988630060219517,1.0,-0.6992169696475018,class_0,0.7374545403675732,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,522,0.24228942396274006,-1.417622300635847,1.5582358027030758,1.0,0.19263317866636204,class_1,0.9845833113917175,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,638,0.13046527319407164,-2.036648193424372,0.2712687872350518,1.0,-0.566600174212662,class_1,0.7946004987314097,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,697,0.2175772693004332,-1.5252012303922822,0.5879155501595617,1.0,-0.23068505272267587,class_1,0.9770303176480711,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,700,0.16806732749663225,-1.7833906209527557,0.9618333697428103,1.0,-0.016900159635090437,class_1,0.9331517871301278,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,866,0.1979555393326883,-1.6197128223272703,0.30413255391331584,1.0,-0.5169370911079705,class_1,0.9665996087672939,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,984,0.14835191209981183,-1.908168043216056,0.7746317503603943,1.0,-0.11090470626069758,class_1,0.8836494105538635,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,989,0.09562839605632316,-2.347285473151565,0.2938534586190511,1.0,-0.531869193326886,class_0,0.6174016797960126,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,992,0.16176137072732633,-1.8216330499122588,0.7546098172870348,1.0,-0.12227754903450352,class_1,0.9208863858377142,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,1074,0.3296335182256556,-1.1097737924714688,1.8609476230631021,1.0,0.2697341499524857,class_1,0.9941291143470431,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,1094,0.06982690008395728,-2.661735955434389,0.11392043948129853,1.0,-0.9433983482864439,class_0,0.9322186969125085,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,1185,0.10835624765598192,-2.2223308908625903,0.1261912573026897,1.0,-0.8989707325461086,class_1,0.5725477039194026,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,4,1216,0.0889965400848095,-2.4191577854572457,0.09865466848242872,1.0,-1.0058823584788465,class_0,0.7196386719271981,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,20,0.28445782930584984,-1.257170263798476,1.2879924058031689,1.0,0.10991330236579537,class_1,0.9909844281516487,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,34,0.30407979913970734,-1.1904651148521797,2.3192135973070545,1.0,0.3653407485775859,class_1,0.9926319874342999,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,50,0.0671961259511682,-2.7001396826510193,0.018972975797096905,1.0,-1.7218645472925318,class_0,0.9479889867266214,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,99,0.08081048257831827,-2.5156485869897525,0.11021321805108597,1.0,-0.9577663167147327,class_0,0.8305682486272882,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,186,0.044929526484412334,-3.10266009491816,0.017902864092102243,1.0,-1.7470774852271276,class_0,0.9977960476190728,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,218,0.22481512174399196,-1.4924768956805126,0.4171923423090586,1.0,-0.37966367177820526,class_1,0.9797188223617948,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,237,0.4740188960723155,-0.7465080929501865,0.6599534675110583,1.0,-0.18048668493632603,class_1,0.9973332554735208,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,286,0.07084291749991321,-2.6472902825576625,0.13353555293201153,1.0,-0.8744030909544672,class_0,0.9252888014114383,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,308,0.059321270078534424,-2.824787351312237,0.015350622185097243,1.0,-1.8138740171849492,class_0,0.9790976294283448,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,323,0.1592476249889866,-1.8372948983680037,0.8291901167530379,1.0,-0.0813458829713253,class_1,0.9151964138990403,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,325,0.19186507154164997,-1.6509629063878024,0.19060160023024417,1.0,-0.719873457484432,class_1,0.9620245579961337,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,328,0.11081042698963703,-2.1999344026920173,0.015155007651773803,1.0,-1.8194438400207205,class_1,0.6048123145625486,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,367,0.0438851931961498,-3.1261783006200763,0.018302383260522182,1.0,-1.7374923545590957,class_0,0.9981991847421123,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,403,0.07230854758933637,-2.6268129328864163,0.030773253466948643,1.0,-1.511826586038915,class_0,0.9144296050180742,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,411,0.07170921250272137,-2.635136052841979,0.08511251344616744,1.0,-1.0700065842032807,class_0,0.9189950577241581,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,414,0.0585931339029125,-2.8371377581562593,0.020536278240463557,1.0,-1.6874782601586154,class_0,0.9809747066783512,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,430,0.031169391926452607,-3.4683186936879316,0.014183841905766601,1.0,-1.8482061180611027,class_0,0.9999210248492726,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,560,0.19441646327733927,-1.63775270290096,0.7732323877535111,1.0,-0.11168996332423319,class_1,0.9640398827395061,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,649,0.1989647949398047,-1.6146273797582658,0.2897592917663872,1.0,-0.5379626285372153,class_1,0.9672833621899847,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,656,0.17407381576713718,-1.7482758411803312,0.6073404255762163,1.0,-0.21656781056133692,class_1,0.9426320331821526,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,664,0.1972146266305779,-1.623462668009521,0.8392452723043853,1.0,-0.07611109657134191,class_1,0.9660850189934703,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,666,0.09866445246394194,-2.3160305548218267,0.14699263523812844,1.0,-0.8327044241332288,class_0,0.5698975785298019,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,669,0.21229736323442733,-1.5497673303480426,0.4619568289106951,1.0,-0.3353986085172638,class_1,0.9747354294993846,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,673,0.02853875477967686,-3.556492298590379,0.007374776549524846,1.0,-2.1322511339638326,class_0,0.9999666469745382,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,674,0.09012499061043905,-2.406557787560785,0.24093507167964,1.0,-0.6180999773852018,class_0,0.7027033710719875,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,729,0.17196017634300012,-1.7604923618660957,0.5706004383386123,1.0,-0.2436678990512393,class_1,0.9395097880311398,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,822,0.1808561205598441,-1.7100534778620147,0.8023141901253573,1.0,-0.0956555265826955,class_1,0.9513183482220626,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,860,0.09933338635424174,-2.3092735473774506,0.030032319835312276,1.0,-1.5224111195904833,class_0,0.5595163569717905,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,872,0.1751721169044162,-1.741986263234514,0.2934927016595231,1.0,-0.5324026939680047,class_1,0.9441708657326888,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,879,0.23578462474534842,-1.44483649764707,1.702722414357695,1.0,0.23114385304844864,class_1,0.9829962031130298,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,880,0.2107733732411824,-1.5569717831906924,0.8260341079663492,1.0,-0.08300201975498252,class_1,0.9740125318769356,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,883,0.2651881635984269,-1.327315653648265,0.8794030627142693,1.0,-0.05581202618778109,class_1,0.9887010132551722,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,907,0.13725325411543676,-1.9859274894714711,0.3439463125271538,1.0,-0.46350934229140817,class_1,0.8354809925966741,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,928,0.22140440020279534,-1.507764384457058,1.7097174708751437,1.0,0.23292434958663336,class_1,0.9785117691228116,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,961,0.04419572742003242,-3.1191271592759673,0.005004321845544113,1.0,-2.3006547670743407,class_0,0.9980864025348695,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,979,0.029048054919242432,-3.5388037542342405,0.010446392868274755,1.0,-1.981033645231224,class_0,0.9999602779450608,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,994,0.042954007951764406,-3.1476253182172593,0.015944589027639258,1.0,-1.7973866702327919,class_0,0.9985043848445899,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,1054,0.052804633892888864,-2.941156328997984,0.04268584283635752,1.0,-1.3697161389684307,class_0,0.9915840603128391,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,1066,0.11157621744540208,-2.1930473570730316,0.34761249366282365,1.0,-0.45890462281222527,class_1,0.6144964484913407,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,1079,0.03962207226473419,-3.2283689355778926,0.0256757014447051,1.0,-1.5904776829048402,class_0,0.9992658969266759,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,1113,0.024458633968865703,-3.7107719978351494,0.0031126151306417257,1.0,-2.50687457574274,class_0,0.9999930141348047,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,1141,0.049253494598940475,-3.0107749575576555,0.013023348572821695,1.0,-1.8852773352976553,class_0,0.9952272158021078,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,1278,0.1456924584761462,-1.9262573277510366,0.3422702487063252,1.0,-0.4656308495744136,class_1,0.8738471566934294,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,5,1387,0.12734758916410707,-2.0608350085241836,0.5406750542159394,1.0,-0.2670636675360582,class_1,0.7721456036753421,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,56,0.09208870235536752,-2.3850030103963817,0.027527687932398473,1.0,-1.5602302637380976,class_0,0.6726538688513487,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,130,0.05578610075661417,-2.8862305310062926,0.035969134434598544,1.0,-1.44407001296827,class_0,0.986988738654502,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,167,0.15837962080011547,-1.842760464443705,0.25017403737951077,1.0,-0.6017577626196801,class_1,0.9131114013254239,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,316,0.17436578777905362,-1.7465999577429685,1.0787765909012323,1.0,0.03293151383505775,class_1,0.9430465219236527,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,344,0.285286119360037,-1.2542626747326788,3.395629215104267,1.0,0.5309202614819043,class_1,0.9910657348175704,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,356,0.1713427156109087,-1.7640895433194228,0.779135469789056,1.0,-0.10838702414157737,class_1,0.9385557222619767,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,395,0.2625412877681019,-1.3373469225830938,1.638217289680517,1.0,0.21437150514758618,class_1,0.9883171528379543,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,474,0.052359355752346924,-2.94962464221119,0.013113308289498405,1.0,-1.8822877285524375,class_0,0.9921382597367583,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,578,0.16324113448052,-1.8125268186982824,0.7632383181513273,1.0,-0.11733983413214018,class_1,0.9240089180008394,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,584,0.317292021070088,-1.1479327270372799,0.9162662582730827,1.0,-0.03797830614002116,class_1,0.9934785659880976,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,645,0.04779142197923627,-3.0409091120903047,0.006988247684537993,1.0,-2.155631710712316,class_0,0.9962846321573949,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,742,0.03476769848177625,-3.359066527796963,0.012960259327965235,1.0,-1.8873863083745677,class_0,0.9997773951247558,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,815,0.25315887474310894,-1.3737380239296377,1.258868394643018,1.0,0.09998033021285627,class_1,0.9867809854255575,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,852,0.15836809079388792,-1.842833266903269,0.6947504749185347,1.0,-0.1581711476748388,class_1,0.9130832709252472,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,863,0.041016753312381714,-3.19377467836401,0.04738156946292805,1.0,-1.32439055784288,class_0,0.9990017952364935,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,935,0.15567037546395107,-1.8600144850149452,0.37545514350885323,1.0,-0.4254419417230667,class_1,0.906173026192977,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,993,0.05183609512301839,-2.959668555334289,0.047217515280126986,1.0,-1.3258968704661458,class_0,0.9927507680899097,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1036,0.05566993161791389,-2.88831510513463,0.06116769410723264,1.0,-1.2134778911775368,class_0,0.9871995677336866,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1059,0.061832144300691914,-2.7833319154260545,0.08686453906207567,1.0,-1.0611574805447406,class_0,0.9714680478188347,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1063,0.06337474397577762,-2.7586898569088887,0.0518360181617143,1.0,-1.285368366643872,class_0,0.9657945238693433,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1067,0.06340826322384834,-2.7581610912707792,0.14137681902209814,1.0,-0.8496217941890173,class_0,0.9656622102465686,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1203,0.20673134810003113,-1.5763351638998973,0.45084271341602267,1.0,-0.34597494506133647,class_1,0.9719478285858593,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1247,0.254036554669133,-1.3702771062983088,1.9952887149366876,1.0,0.3000057462542169,class_1,0.9869374305846643,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1250,0.058307456934959534,-2.8420252875449723,0.023656602526589656,1.0,-1.6260476269905335,class_0,0.9816732259377076,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1265,0.044507414937549235,-3.112099475880719,0.023669332746335252,1.0,-1.625813984938226,class_0,0.997967277139138,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1319,0.03962024276508859,-3.228415110393589,0.03256283833275644,1.0,-1.4872777469483904,class_0,0.9992661997420172,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_15,6,1369,0.04769960659807282,-3.0428321285417086,0.015408759458871416,1.0,-1.8122323244128986,class_0,0.996343903042605,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,19,0.05389108291235724,-2.920790252372102,0.04404235178710553,1.0,-1.3561294984901953,class_0,0.9900960645791635,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,118,0.16761125936522814,-1.7861079132071669,0.15122061612940627,1.0,-0.8203889967918782,class_1,0.9323508987923325,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,128,0.13535142327249353,-1.9998807474803022,0.1583795615990104,1.0,-0.8003008635133995,class_1,0.8250409434783069,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,134,0.23027628135245376,-1.4684754676788343,1.5010161370215827,1.0,0.1763853612517686,class_1,0.9814559372002288,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,269,0.16220309750188214,-1.818906040677481,0.49434597186715556,1.0,-0.30596900030220414,class_1,0.9218354251425193,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,281,0.2765930997184369,-1.2852078068506638,2.9802189337990126,1.0,0.4742481695286932,class_1,0.9901493742191794,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,282,0.16711507050792657,-1.7890726588902222,0.3290442357061619,1.0,-0.48274571289599705,class_1,0.9314653508001735,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,287,0.13727384781430083,-1.9857774591192185,0.6380448747489159,1.0,-0.19514877555709284,class_1,0.8355900520273817,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,289,0.14533305928705187,-1.9287272099425417,0.19894867355999188,1.0,-0.7012589520566554,class_1,0.8724469499855811,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,293,0.18271403368135503,-1.6998330058422915,0.8224723318344829,1.0,-0.08487870290226648,class_1,0.9533884336944772,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,294,0.2528330908999852,-1.3750257277283613,1.1437136153739,1.0,0.05831729121117339,class_1,0.986722188487852,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,295,0.10322296235619897,-2.270863947233356,0.20875844859593454,1.0,-0.6803559392965944,class_0,0.5004185957196602,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,299,0.062388017809861536,-2.774382044323253,0.10501764643837613,1.0,-0.9787377189596418,class_0,0.969515574195802,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,444,0.2109875476719962,-1.5559561630200995,1.4771099417964673,1.0,0.169412821201303,class_1,0.9741158785836797,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,490,0.0954835157352554,-2.3488016564963283,0.2486973207127991,1.0,-0.6043288934832391,class_0,0.6196749046162104,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,529,0.261372117243858,-1.3418101504903048,0.6954694791030446,1.0,-0.15772192440374988,class_1,0.9881411312775406,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,571,0.15774706336079578,-1.846762393513515,0.2585067041921628,1.0,-0.587528189297673,class_1,0.9115509473008355,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,752,0.2097841545061743,-1.5616761125348806,0.5298582691000973,1.0,-0.27584028356780793,class_1,0.9735275519354695,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,783,0.04903223574328851,-3.015277324862628,0.024924379958025114,1.0,-1.6033756367939458,class_0,0.9954016581714282,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,795,0.1698402095899366,-1.7728972275444652,0.6644268573525708,1.0,-0.1775528208860906,class_1,0.9361504339487748,confident
MAX_20240123_Rfa1_fast_549_10ms_60%_CPT_40uM_50nmDye_2,1,923,0.14971890346789798,-1.8989957198579945,0.7425576264292781,1.0,-0.12926983713652235,class_1,0.888326033699825,confident
